#  mlist size      local 8     shared 8      remote 8     remote 128    remote 1024    hashed r8    hashed r128  hashed r1024

#       1         9.8137140   19.5604086      9.9568129     11.9299889    14.6034002    13.2908821   19.1449881   17.9135799
      10        19.6261168   38.9149904     19.7937250     23.9463091    28.9072990    26.6072750   38.0812883   36.0431910
     100        29.6606302   58.8372946     30.0757170     36.6453171    44.0183163    40.2703762   57.2581768   53.9849997
    1000        52.1389246   88.8999939     49.8567343     60.9147072    73.3252048    53.6395788   76.1450768   71.8838930
    2000        87.3704433  131.9248915     81.5564394     98.3364105   115.1762962    67.0458794   95.0677872   90.3618097
    5000       160.0436449  211.6200924    147.6793289    175.8768320   197.2303867    80.5255890  113.8238907  108.5098982
   10000       301.5962362  354.1414022    286.2639189    316.8775320   345.8259821    94.1019773  132.8136921  126.6267061
   20000       576.4190197  616.2777901    555.5521250    588.9745235   619.2439795   107.4215651  151.5750885  144.5800066
   50000      1310.4921103 1291.8290854   1249.4182348   1286.6679192  1413.0191803   120.7368612  170.1409101  162.5571012
  100000      4374.1014004 3599.1448879   4170.0442314   4516.7039156  4666.0142660   134.0333700  188.8389111  180.4366827
